               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 172,            0.015959,            0.013966,                   0,              0.9931,             0.95958,             0.96933,             0.86358,            0.016882,           0.0077148,                   0,            0.004357,            0.004357,            0.004357
                 173,             0.01605,            0.014414,                   0,             0.99177,             0.95333,             0.96934,             0.87071,            0.015667,           0.0076559,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.015687,            0.014717,                   0,             0.99309,             0.95826,             0.96873,             0.86727,            0.016154,           0.0078737,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.015619,            0.014478,                   0,             0.99459,             0.95333,             0.96967,             0.87208,            0.016304,            0.007707,                   0,            0.004258,            0.004258,            0.004258
                 176,             0.01565,            0.014647,                   0,             0.98486,                0.96,              0.9698,              0.8683,            0.016613,           0.0075338,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.015867,            0.014535,                   0,             0.98627,             0.95762,             0.97822,             0.88005,            0.015979,           0.0077032,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.016633,            0.013608,                   0,             0.98618,                0.96,             0.96994,             0.87494,             0.01602,           0.0074266,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.015797,            0.014176,                   0,                   1,             0.95217,                0.97,             0.88334,             0.01632,           0.0074577,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.015511,            0.013554,                   0,              0.9893,             0.95333,             0.96811,             0.86877,            0.016673,           0.0075515,                   0,            0.004093,            0.004093,            0.004093
                 181,              0.0152,             0.01469,                   0,             0.98587,             0.95333,             0.96888,             0.86527,            0.016232,           0.0075914,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.015686,            0.014422,                   0,             0.99118,             0.95333,             0.96925,             0.86859,            0.016201,           0.0078061,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.015413,            0.014398,                   0,             0.98909,             0.95333,             0.96832,             0.87212,             0.01614,           0.0075427,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.015765,            0.014278,                   0,             0.99029,                0.96,              0.9712,             0.86675,            0.016666,           0.0080269,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.015744,            0.014659,                   0,             0.98823,                0.96,             0.97408,              0.8723,            0.016498,           0.0081395,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.015331,             0.01465,                   0,             0.99167,                0.96,             0.96239,             0.86988,            0.016228,           0.0079763,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.015432,            0.014326,                   0,             0.98803,             0.95333,             0.97361,             0.87498,              0.0168,           0.0077456,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.015386,            0.014166,                   0,              0.9938,             0.94667,             0.97684,             0.87482,            0.016269,           0.0077704,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.015141,             0.01412,                   0,             0.98395,             0.95333,              0.9695,             0.87233,            0.016405,           0.0078758,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.015086,              0.0141,                   0,             0.98626,             0.95723,             0.96896,             0.87133,             0.01593,            0.007632,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.015111,            0.013525,                   0,             0.98587,                0.96,             0.96934,             0.87279,            0.016051,           0.0075877,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.015207,            0.014398,                   0,             0.98423,                0.96,             0.96981,             0.88887,            0.015166,           0.0075406,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.015146,            0.013273,                   0,             0.98628,             0.95864,             0.97845,             0.87307,            0.016016,           0.0075981,                   0,            0.003664,            0.003664,            0.003664
                 194,             0.01601,            0.013984,                   0,             0.98627,             0.95787,             0.97734,              0.8865,            0.015842,           0.0073633,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.015039,            0.013575,                   0,             0.99303,             0.94971,             0.97448,              0.8827,            0.015202,            0.007773,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.015676,            0.014132,                   0,              0.9953,             0.94667,             0.97791,             0.89204,             0.01487,           0.0074904,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.015115,            0.013356,                   0,             0.99501,             0.94667,              0.9785,             0.89495,             0.01484,           0.0075325,                   0,            0.003532,            0.003532,            0.003532
                 198,             0.01552,            0.013652,                   0,             0.98627,             0.95745,             0.97886,             0.88665,            0.015432,           0.0077481,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.014893,            0.013787,                   0,              0.9863,             0.95971,             0.97614,             0.87751,            0.015522,           0.0077761,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.015377,            0.013705,                   0,             0.99302,             0.94842,             0.97701,             0.88086,            0.016306,           0.0077791,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.014421,             0.01318,                   0,             0.99396,             0.94667,             0.97818,             0.88212,            0.016018,           0.0078813,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.014401,            0.013297,                   0,             0.99887,             0.95333,             0.97861,             0.88063,            0.016104,           0.0076292,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.014872,            0.013432,                   0,             0.99671,             0.95333,             0.97865,             0.88721,            0.015475,           0.0075867,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.015043,            0.012939,                   0,             0.98375,                0.96,             0.96905,             0.87661,            0.016153,           0.0078388,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.014637,            0.013649,                   0,             0.98535,                0.96,             0.96991,             0.86262,            0.016664,           0.0078906,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.015184,            0.013855,                   0,             0.98608,                0.96,              0.9782,             0.88519,            0.015444,           0.0075074,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.014476,            0.014247,                   0,             0.98629,             0.95947,             0.97714,             0.88273,            0.015483,           0.0076588,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.014679,              0.0143,                   0,             0.99304,             0.95121,             0.97456,             0.88927,            0.015482,            0.007598,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.014439,            0.014334,                   0,             0.99173,                0.96,             0.96999,             0.88258,            0.015637,           0.0077038,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.014395,            0.013333,                   0,             0.99613,                0.96,             0.96227,             0.86415,            0.016046,           0.0078417,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.014897,             0.01358,                   0,             0.99016,             0.95333,             0.96101,             0.87025,            0.015747,           0.0076279,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.014614,            0.013828,                   0,              0.9936,             0.95333,             0.97071,             0.88449,            0.015587,           0.0074695,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.014918,            0.013371,                   0,             0.98624,             0.95538,             0.97303,             0.88403,             0.01605,           0.0077297,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.014905,            0.013719,                   0,             0.99428,             0.95333,             0.96995,             0.87947,            0.015794,           0.0076601,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.014467,            0.013818,                   0,             0.98424,                0.96,             0.96666,             0.88732,            0.015453,           0.0073566,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.014399,            0.012954,                   0,             0.99301,             0.94708,             0.97661,             0.87954,            0.015848,           0.0078404,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.014424,            0.013625,                   0,             0.98853,             0.94667,             0.97581,             0.88948,              0.0158,           0.0075907,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.014292,            0.013753,                   0,             0.98629,              0.9592,             0.96843,             0.88303,            0.015674,           0.0076472,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.014651,            0.013942,                   0,             0.98624,             0.95585,             0.97486,             0.88036,            0.015872,           0.0077201,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.014534,            0.013877,                   0,             0.98529,                0.96,             0.97701,              0.8823,            0.015649,           0.0075205,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.014437,             0.01339,                   0,              0.9931,             0.95896,             0.97517,             0.88076,             0.01566,           0.0075482,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.014542,            0.013027,                   0,             0.99306,             0.95379,              0.9773,             0.87521,            0.015949,           0.0075738,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.014468,             0.01349,                   0,             0.99479,             0.95333,             0.96979,             0.89307,            0.015757,            0.007707,                   0,            0.002674,            0.002674,            0.002674
                 224,             0.01413,            0.012902,                   0,                   1,             0.95776,             0.97169,              0.8781,            0.015401,           0.0076515,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.014376,            0.013429,                   0,             0.99294,                0.96,             0.97028,              0.8856,            0.015667,           0.0075895,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.014017,            0.013325,                   0,             0.98584,                0.96,             0.97329,             0.87977,            0.016111,           0.0078581,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.014134,            0.013288,                   0,             0.99208,                0.96,             0.97266,             0.88662,            0.015425,           0.0076717,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.014222,            0.013521,                   0,             0.99307,             0.95513,             0.97479,             0.89831,            0.014952,           0.0075947,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.014113,            0.013584,                   0,             0.98633,                0.96,             0.97777,             0.88558,            0.015557,            0.007522,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.014031,            0.013269,                   0,             0.98614,                0.96,             0.97385,             0.88864,            0.015416,           0.0075272,                   0,            0.002443,            0.002443,            0.002443
                 231,             0.01424,            0.012939,                   0,             0.98637,                0.96,             0.97638,             0.88581,            0.015558,           0.0075655,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.014098,            0.012961,                   0,              0.9931,             0.95902,             0.96967,             0.89138,            0.015471,            0.007433,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.014276,            0.013631,                   0,             0.99177,                0.96,             0.97303,             0.88415,            0.015711,            0.007735,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.014193,            0.012895,                   0,             0.98332,                0.96,             0.97424,              0.8948,            0.015716,           0.0075468,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.014382,            0.013604,                   0,              0.9931,             0.95975,              0.9751,             0.89729,            0.015175,           0.0074154,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.014245,            0.013031,                   0,             0.99301,             0.94678,             0.97568,              0.8996,            0.015284,           0.0074027,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.014032,            0.013043,                   0,             0.99353,             0.95333,             0.97096,             0.88343,            0.015375,           0.0076662,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.014249,            0.012833,                   0,             0.99045,             0.95333,             0.97611,             0.88963,            0.015797,           0.0075933,                   0,            0.002179,            0.002179,            0.002179
                 239,             0.01393,            0.012701,                   0,             0.99219,                0.96,             0.97784,             0.89759,            0.015045,           0.0075991,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.013774,             0.01291,                   0,             0.99308,             0.95696,             0.97556,             0.89113,            0.015437,           0.0079319,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.013803,            0.013388,                   0,              0.9931,             0.95925,             0.97448,             0.88215,            0.015943,           0.0076759,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.014082,            0.013117,                   0,             0.98628,             0.95844,             0.97455,               0.888,            0.015323,           0.0074979,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.013755,            0.013375,                   0,             0.98624,             0.95599,             0.97459,             0.88667,            0.015493,           0.0076619,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.014139,            0.013564,                   0,             0.99306,             0.95446,             0.97639,             0.88433,            0.015368,           0.0076586,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.013482,             0.01219,                   0,             0.99519,             0.95333,             0.97384,              0.8913,            0.015663,           0.0074934,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.013573,            0.012942,                   0,             0.99245,                0.96,             0.97403,             0.88313,            0.015664,           0.0077703,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.013616,            0.012445,                   0,                   1,             0.95267,             0.97589,             0.89494,            0.015345,           0.0076973,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.013747,            0.012814,                   0,             0.99342,             0.95333,             0.97585,               0.886,            0.015114,           0.0077625,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.013436,            0.012264,                   0,             0.99342,                0.96,              0.9789,             0.89098,            0.015631,           0.0078159,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.013828,            0.013476,                   0,              0.9919,                0.96,             0.97615,              0.8856,            0.015616,           0.0077433,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.013621,            0.012555,                   0,             0.99484,             0.95333,             0.97591,             0.89045,            0.015178,           0.0075189,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.013795,            0.012743,                   0,                   1,             0.95257,             0.97617,             0.89408,            0.015621,           0.0074532,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.013217,            0.012825,                   0,              0.9863,              0.9599,             0.97128,             0.89205,            0.015594,           0.0073995,                   0,            0.001684,            0.001684,            0.001684
                 254,             0.01371,            0.012694,                   0,             0.98627,             0.95761,             0.96453,             0.89271,            0.015039,           0.0072569,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.013326,            0.013809,                   0,             0.98904,                0.96,             0.96409,             0.89961,            0.014775,           0.0072534,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.013642,            0.013252,                   0,             0.98489,                0.96,             0.97391,             0.89342,            0.015148,           0.0074986,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.013773,            0.012641,                   0,             0.98593,                0.96,             0.97488,              0.8944,            0.015254,             0.00744,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.013346,            0.012072,                   0,             0.98961,                0.96,             0.97629,              0.8938,            0.015282,           0.0073215,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.013507,            0.012751,                   0,             0.99303,             0.94998,             0.97907,               0.892,            0.015396,            0.007501,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.013635,            0.012749,                   0,             0.99061,                0.96,             0.97487,              0.8919,            0.015173,           0.0075465,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.013361,            0.012857,                   0,             0.98628,              0.9583,             0.97983,             0.89281,            0.015195,           0.0074595,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.013683,            0.012964,                   0,             0.99307,             0.95478,             0.97928,             0.89601,            0.014874,           0.0073885,                   0,            0.001387,            0.001387,            0.001387
                 263,             0.01351,            0.012681,                   0,             0.98621,             0.95349,             0.97908,             0.89961,            0.014906,           0.0072183,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.013614,            0.013353,                   0,             0.98627,             0.95813,             0.97962,             0.89747,            0.015282,           0.0072465,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.013568,             0.01276,                   0,             0.99225,                0.96,             0.97112,             0.89613,             0.01516,           0.0074657,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.013405,            0.012574,                   0,             0.99196,                0.96,             0.97127,             0.89412,            0.015377,           0.0074106,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.014061,            0.012813,                   0,             0.99308,               0.957,             0.96503,             0.89557,            0.015141,           0.0074094,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.013199,            0.012198,                   0,             0.99179,                0.96,             0.97076,             0.89752,            0.014985,           0.0074635,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.013735,            0.012495,                   0,             0.98554,                0.96,             0.97874,             0.89306,            0.015472,            0.007545,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.013161,            0.012586,                   0,             0.98883,                0.96,              0.9685,             0.89875,            0.015273,            0.007328,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.013404,            0.012463,                   0,                   1,             0.95907,             0.97552,             0.89972,            0.015101,           0.0074401,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.013149,            0.012858,                   0,             0.99135,             0.95333,             0.97555,             0.89793,            0.015188,           0.0074614,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.013518,            0.012603,                   0,             0.98463,                0.96,             0.97603,             0.89955,            0.015258,           0.0073333,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.013265,            0.012895,                   0,             0.99308,             0.95671,             0.97633,             0.89924,            0.015126,           0.0073152,                   0,            0.000991,            0.000991,            0.000991
                 275,            0.013167,            0.012342,                   0,             0.99299,                0.96,             0.97631,             0.89818,            0.014798,           0.0073284,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.013295,            0.012407,                   0,             0.99308,             0.95609,             0.97621,             0.90209,            0.014658,           0.0073164,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.013423,            0.012793,                   0,             0.98394,                0.96,             0.97652,             0.89776,            0.015035,           0.0073381,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.013209,            0.012519,                   0,             0.98303,                0.96,             0.97625,             0.90038,            0.015218,           0.0074654,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.012762,            0.012839,                   0,             0.99116,             0.95333,             0.97648,             0.90449,            0.015021,           0.0073232,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.013055,            0.012555,                   0,              0.9914,             0.95333,             0.97628,             0.90207,            0.014834,           0.0072753,                   0,            0.000793,            0.000793,            0.000793
                 281,            0.013568,            0.012153,                   0,             0.98607,                0.96,             0.97916,             0.90173,            0.014846,           0.0073196,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.013399,             0.01279,                   0,             0.98683,                0.96,             0.97967,             0.90325,            0.014916,           0.0073738,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.013008,            0.012744,                   0,             0.99308,              0.9568,             0.97599,             0.90117,            0.015138,            0.007414,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.012971,            0.012396,                   0,             0.99133,                0.96,             0.97517,             0.89579,            0.015128,           0.0075067,                   0,            0.000661,            0.000661,            0.000661
                 285,            0.013392,            0.012754,                   0,             0.99174,                0.96,             0.97436,              0.8946,            0.015158,           0.0074836,                   0,            0.000628,            0.000628,            0.000628
                 286,            0.013472,            0.012714,                   0,             0.99166,                0.96,             0.97481,             0.89722,            0.014921,           0.0073196,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.013137,            0.012573,                   0,             0.98956,                0.96,             0.97582,             0.89947,            0.014938,           0.0074137,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.013023,             0.01211,                   0,             0.98818,                0.96,             0.97653,             0.90252,            0.014912,            0.007293,                   0,            0.000529,            0.000529,            0.000529
                 289,            0.013173,            0.012807,                   0,                0.99,                0.96,             0.97326,             0.89937,              0.0149,           0.0073974,                   0,            0.000496,            0.000496,            0.000496
                 290,            0.013506,            0.012955,                   0,             0.99309,             0.95834,             0.97647,             0.90312,            0.014787,           0.0072995,                   0,            0.000463,            0.000463,            0.000463
                 291,            0.013373,            0.012608,                   0,             0.99308,             0.95637,             0.97647,             0.90092,            0.015036,           0.0072982,                   0,             0.00043,             0.00043,             0.00043
                 292,            0.012618,            0.012191,                   0,             0.99193,                0.96,             0.97641,             0.89633,            0.014995,           0.0074011,                   0,            0.000397,            0.000397,            0.000397
                 293,            0.013424,            0.012354,                   0,             0.99083,                0.96,             0.97654,             0.89986,            0.014907,           0.0073173,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.012722,            0.012672,                   0,             0.99052,                0.96,             0.97666,              0.9008,            0.015059,           0.0074441,                   0,            0.000331,            0.000331,            0.000331
                 295,            0.012434,            0.012791,                   0,             0.98939,                0.96,             0.97641,             0.90064,            0.014967,           0.0073045,                   0,            0.000298,            0.000298,            0.000298
                 296,            0.012722,            0.012098,                   0,             0.98887,                0.96,             0.97657,             0.90122,            0.014954,           0.0072828,                   0,            0.000265,            0.000265,            0.000265
                 297,            0.013137,            0.012474,                   0,             0.98889,                0.96,             0.97667,             0.89812,            0.014899,           0.0072912,                   0,            0.000232,            0.000232,            0.000232
                 298,            0.012707,            0.012441,                   0,             0.98907,                0.96,             0.97651,             0.90378,            0.015051,            0.007343,                   0,            0.000199,            0.000199,            0.000199
                 299,            0.013079,            0.012435,                   0,             0.98559,                0.96,             0.97655,             0.90297,             0.01503,           0.0073831,                   0,            0.000166,            0.000166,            0.000166
